id_text,provenience,height,width,thickness,features,scaled_features,cluster,distance,anomaly
236157,Isin (mod. Bahriyat) ?,33.0,30.0,14.0,"[33.0,30.0,14.0]","[-0.9425960314191149,-1.0669803936148288,-1.2182990565992875]",0,0.8123994636571003,0
236158,Isin (mod. Bahriyat) ?,32.0,29.0,16.0,"[32.0,29.0,16.0]","[-0.9844586075760977,-1.1552915538640387,-0.8972633123798365]",0,0.6849461771540599,0
236159,Isin (mod. Bahriyat) ?,38.0,32.0,16.0,"[38.0,32.0,16.0]","[-0.7332831506342005,-0.8903580731164088,-0.8972633123798365]",0,0.40355009568396044,0
236160,Isin (mod. Bahriyat) ?,80.0,42.0,21.0,"[80.0,42.0,21.0]","[1.0249450479590807,-0.007246470624309028,-0.09467395183120894]",1,0.9159704906892714,0
236161,Isin (mod. Bahriyat) ?,48.0,40.0,19.0,"[48.0,40.0,19.0]","[-0.3146573890643716,-0.18386879112272897,-0.41570969605066]",0,0.5943669368064585,0
236162,Isin (mod. Bahriyat) ?,47.0,37.0,20.0,"[47.0,37.0,20.0]","[-0.3565199652213545,-0.44880227187035887,-0.2551918239409345]",0,0.48648491987147824,0
236163,Isin (mod. Bahriyat) ?,38.0,34.0,18.0,"[38.0,34.0,18.0]","[-0.7332831506342005,-0.7137357526179888,-0.5762275681603855]",0,0.11010654463815676,0
236164,Isin (mod. Bahriyat) ?,32.0,27.0,15.0,"[32.0,27.0,15.0]","[-0.9844586075760977,-1.3319138743624586,-1.057781184489562]",0,0.8979055949966802,0
236165,Isin (mod. Bahriyat) ?,29.0,27.0,17.0,"[29.0,27.0,17.0]","[-1.1100463360470463,-1.3319138743624586,-0.736745440270111]",0,0.8418061804622452,0
236166,Isin (mod. Bahriyat) ?,34.0,30.0,15.0,"[34.0,30.0,15.0]","[-0.900733455262132,-1.0669803936148288,-1.057781184489562]",0,0.6794508027679933,0
236167,Isin (mod. Bahriyat) ?,40.0,32.0,16.0,"[40.0,32.0,16.0]","[-0.6495579983202346,-0.8903580731164088,-0.8972633123798365]",0,0.3952599854596673,0
236168,Isin (mod. Bahriyat) ?,32.0,28.0,17.0,"[32.0,28.0,17.0]","[-0.9844586075760977,-1.2436027141132486,-0.736745440270111]",0,0.7036314404539532,0
236169,Isin (mod. Bahriyat) ?,32.0,27.0,16.0,"[32.0,27.0,16.0]","[-0.9844586075760977,-1.3319138743624586,-0.8972633123798365]",0,0.8258421621649665,0
236170,Isin (mod. Bahriyat) ?,31.0,27.0,17.0,"[31.0,27.0,17.0]","[-1.0263211837330806,-1.3319138743624586,-0.736745440270111]",0,0.7993286631126812,0
236171,Isin (mod. Bahriyat) ?,33.0,28.0,16.0,"[33.0,28.0,16.0]","[-0.9425960314191149,-1.2436027141132486,-0.8972633123798365]",0,0.7359966845686903,0
236172,Isin (mod. Bahriyat) ?,35.0,30.0,16.0,"[35.0,30.0,16.0]","[-0.858870879105149,-1.0669803936148288,-0.8972633123798365]",0,0.5642258619666983,0
236173,Isin (mod. Bahriyat) ?,38.0,32.0,15.0,"[38.0,32.0,15.0]","[-0.7332831506342005,-0.8903580731164088,-1.057781184489562]",0,0.5357908737964553,0
236174,Isin (mod. Bahriyat) ?,35.0,30.0,16.0,"[35.0,30.0,16.0]","[-0.858870879105149,-1.0669803936148288,-0.8972633123798365]",0,0.5642258619666983,0
236175,Isin (mod. Bahriyat) ?,34.0,29.0,15.0,"[34.0,29.0,15.0]","[-0.900733455262132,-1.1552915538640387,-1.057781184489562]",0,0.7380303624608263,0
236176,Isin (mod. Bahriyat) ?,32.0,28.0,14.0,"[32.0,28.0,14.0]","[-0.9844586075760977,-1.2436027141132486,-1.2182990565992875]",0,0.9315335453682877,0
236177,Isin (mod. Bahriyat) ?,32.0,25.0,14.0,"[32.0,25.0,14.0]","[-0.9844586075760977,-1.5085361948608786,-1.2182990565992875]",0,1.121267368732581,0
236178,Isin (mod. Bahriyat) ?,35.0,29.0,16.0,"[35.0,29.0,16.0]","[-0.858870879105149,-1.1552915538640387,-0.8972633123798365]",0,0.6335505077292983,0
236179,Isin (mod. Bahriyat) ?,41.0,32.0,19.0,"[41.0,32.0,19.0]","[-0.6076954221632518,-0.8903580731164088,-0.41570969605066]",0,0.3077516453101415,0
236180,Isin (mod. Bahriyat) ?,31.0,26.0,15.0,"[31.0,26.0,15.0]","[-1.0263211837330806,-1.4202250346116685,-1.057781184489562]",0,0.982680663925808,0
236181,Isin (mod. Bahriyat) ?,34.0,30.0,17.0,"[34.0,30.0,17.0]","[-0.900733455262132,-1.0669803936148288,-0.736745440270111]",0,0.5145357193444086,0
236182,Isin (mod. Bahriyat) ?,31.0,34.0,14.0,"[31.0,34.0,14.0]","[-1.0263211837330806,-0.7137357526179888,-1.2182990565992875]",0,0.7345202178596304,0
236183,Isin (mod. Bahriyat) ?,40.0,33.0,16.0,"[40.0,33.0,16.0]","[-0.6495579983202346,-0.8020469128671988,-0.8972633123798365]",0,0.34639312885933243,0
236184,Isin (mod. Bahriyat) ?,36.0,31.0,17.0,"[36.0,31.0,17.0]","[-0.8170083029481662,-0.9786692333656187,-0.736745440270111]",0,0.40329576969943376,0
236185,Isin (mod. Bahriyat) ?,31.0,27.0,16.0,"[31.0,27.0,16.0]","[-1.0263211837330806,-1.3319138743624586,-0.8972633123798365]",0,0.8435718806700905,0
236186,Isin (mod. Bahriyat) ?,31.0,28.0,17.0,"[31.0,28.0,17.0]","[-1.0263211837330806,-1.2436027141132486,-0.736745440270111]",0,0.7243586439349444,0
236187,Isin (mod. Bahriyat) ?,47.0,39.0,20.0,"[47.0,39.0,20.0]","[-0.3565199652213545,-0.27217995137193896,-0.2551918239409345]",0,0.5794462934849771,0
236188,Isin (mod. Bahriyat) ?,36.0,29.0,16.0,"[36.0,29.0,16.0]","[-0.8170083029481662,-1.1552915538640387,-0.8972633123798365]",0,0.6211342906780134,0
236189,Isin (mod. Bahriyat) ?,40.0,33.0,19.0,"[40.0,33.0,19.0]","[-0.6495579983202346,-0.8020469128671988,-0.41570969605066]",0,0.23774462090541992,0
236190,Isin (mod. Bahriyat) ?,29.0,26.0,13.0,"[29.0,26.0,13.0]","[-1.1100463360470463,-1.4202250346116685,-1.378816928709013]",0,1.1993360271743991,0
236191,Isin (mod. Bahriyat) ?,70.0,46.0,19.0,"[70.0,46.0,19.0]","[0.6063192863892518,0.34599817037253083,-0.41570969605066]",1,0.8648500167510837,0
236192,Isin (mod. Bahriyat) ?,32.0,28.0,15.0,"[32.0,28.0,15.0]","[-0.9844586075760977,-1.2436027141132486,-1.057781184489562]",0,0.8318675320603081,0
236193,Isin (mod. Bahriyat) ?,52.0,41.0,20.0,"[52.0,41.0,20.0]","[-0.14720708443644007,-0.095557630873519,-0.2551918239409345]",0,0.8152874772809363,0
236194,Isin (mod. Bahriyat) ?,44.0,35.0,17.0,"[44.0,35.0,17.0]","[-0.4821076936923031,-0.6254245923687788,-0.736745440270111]",0,0.22455423944648772,0
236195,Isin (mod. Bahriyat) ?,43.0,34.0,16.0,"[43.0,34.0,16.0]","[-0.523970269849286,-0.7137357526179888,-0.8972633123798365]",0,0.34014329214540634,0
236196,Isin (mod. Bahriyat) ?,33.0,28.0,15.0,"[33.0,28.0,15.0]","[-0.9425960314191149,-1.2436027141132486,-1.057781184489562]",0,0.816033271633663,0
236197,Isin (mod. Bahriyat) ?,46.0,35.0,19.0,"[46.0,35.0,19.0]","[-0.39838254137833734,-0.6254245923687788,-0.41570969605066]",0,0.30835580235287424,0
236198,Isin (mod. Bahriyat) ?,39.0,32.0,18.0,"[39.0,32.0,18.0]","[-0.6914205744772175,-0.8903580731164088,-0.5762275681603855]",0,0.25287675812397215,0
236199,Isin (mod. Bahriyat) ?,36.0,29.0,14.0,"[36.0,29.0,14.0]","[-0.8170083029481662,-1.1552915538640387,-1.2182990565992875]",0,0.828117227826724,0
236200,Isin (mod. Bahriyat) ?,45.0,34.0,20.0,"[45.0,34.0,20.0]","[-0.44024511753532025,-0.7137357526179888,-0.2551918239409345]",0,0.40319692916127675,0
236201,Isin (mod. Bahriyat) ?,34.0,33.0,15.0,"[34.0,33.0,15.0]","[-0.900733455262132,-0.8020469128671988,-1.057781184489562]",0,0.5532932839650647,0
236202,Isin (mod. Bahriyat) ?,37.0,34.0,17.0,"[37.0,34.0,17.0]","[-0.7751457267911833,-0.7137357526179888,-0.736745440270111]",0,0.20456593186703725,0
236203,Isin (mod. Bahriyat) ?,39.0,33.0,18.0,"[39.0,33.0,18.0]","[-0.6914205744772175,-0.8020469128671988,-0.5762275681603855]",0,0.16644638300267026,0
236204,Isin (mod. Bahriyat) ?,41.0,34.0,18.0,"[41.0,34.0,18.0]","[-0.6076954221632518,-0.7137357526179888,-0.5762275681603855]",0,0.0862991401360188,0
236205,Isin (mod. Bahriyat) ?,44.0,36.0,19.0,"[44.0,36.0,19.0]","[-0.4821076936923031,-0.5371134321195689,-0.41570969605066]",0,0.2649472163439597,0
236206,Isin (mod. Bahriyat) ?,29.0,28.0,16.0,"[29.0,28.0,16.0]","[-1.1100463360470463,-1.2436027141132486,-0.8972633123798365]",0,0.8167582169883366,0
236207,Isin (mod. Bahriyat) ?,40.0,34.0,18.0,"[40.0,34.0,18.0]","[-0.6495579983202346,-0.7137357526179888,-0.5762275681603855]",0,0.07417026055770079,0
236208,Isin (mod. Bahriyat) ?,44.0,34.0,18.0,"[44.0,34.0,18.0]","[-0.4821076936923031,-0.7137357526179888,-0.5762275681603855]",0,0.1852462876531227,0
236209,Isin (mod. Bahriyat) ?,55.0,37.0,19.0,"[55.0,37.0,19.0]","[-0.02161935596549141,-0.44880227187035887,-0.41570969605066]",0,0.681722245201326,0
236210,Isin (mod. Bahriyat) ?,34.0,29.0,15.0,"[34.0,29.0,15.0]","[-0.900733455262132,-1.1552915538640387,-1.057781184489562]",0,0.7380303624608263,0
236211,Isin (mod. Bahriyat) ?,34.0,31.0,15.0,"[34.0,31.0,15.0]","[-0.900733455262132,-0.9786692333656187,-1.057781184489562]",0,0.627865983231458,0
236212,Isin (mod. Bahriyat) ?,28.0,26.0,13.0,"[28.0,26.0,13.0]","[-1.1519089122040294,-1.4202250346116685,-1.378816928709013]",0,1.2159440771768384,0
236213,Isin (mod. Bahriyat) ?,32.0,29.0,15.0,"[32.0,29.0,15.0]","[-0.9844586075760977,-1.1552915538640387,-1.057781184489562]",0,0.7703054240462003,0
236214,Isin (mod. Bahriyat) ?,31.0,28.0,15.0,"[31.0,28.0,15.0]","[-1.0263211837330806,-1.2436027141132486,-1.057781184489562]",0,0.8494715015490951,0
236215,Isin (mod. Bahriyat) ?,32.0,28.0,14.0,"[32.0,28.0,14.0]","[-0.9844586075760977,-1.2436027141132486,-1.2182990565992875]",0,0.9315335453682877,0
236216,Isin (mod. Bahriyat) ?,39.0,33.0,17.0,"[39.0,33.0,17.0]","[-0.6914205744772175,-0.8020469128671988,-0.736745440270111]",0,0.22104214545007103,0
236217,Isin (mod. Bahriyat) ?,33.0,30.0,15.0,"[33.0,30.0,15.0]","[-0.9425960314191149,-1.0669803936148288,-1.057781184489562]",0,0.6958747971438829,0
236218,Isin (mod. Bahriyat) ?,27.0,26.0,18.0,"[27.0,26.0,18.0]","[-1.1937714883610122,-1.4202250346116685,-0.5762275681603855]",0,0.949232394382016,0
236219,Isin (mod. Bahriyat) ?,32.0,29.0,14.0,"[32.0,29.0,14.0]","[-0.9844586075760977,-1.1552915538640387,-1.2182990565992875]",0,0.8769957819541098,0
236220,Isin (mod. Bahriyat) ?,31.0,27.0,15.0,"[31.0,27.0,15.0]","[-1.0263211837330806,-1.3319138743624586,-1.057781184489562]",0,0.9142388629752669,0
236221,Isin (mod. Bahriyat) ?,32.0,29.0,16.0,"[32.0,29.0,16.0]","[-0.9844586075760977,-1.1552915538640387,-0.8972633123798365]",0,0.6849461771540599,0
236222,Isin (mod. Bahriyat) ?,49.0,37.0,18.0,"[49.0,37.0,18.0]","[-0.2727948129073887,-0.44880227187035887,-0.5762275681603855]",0,0.4252634518890198,0
236223,Isin (mod. Bahriyat) ?,33.0,31.0,16.0,"[33.0,31.0,16.0]","[-0.9425960314191149,-0.9786692333656187,-0.8972633123798365]",0,0.5409111314256158,0
236224,Isin (mod. Bahriyat) ?,54.0,39.0,19.0,"[54.0,39.0,19.0]","[-0.06348193212247429,-0.27217995137193896,-0.41570969605066]",0,0.7161145351313992,0
236225,Isin (mod. Bahriyat) ?,37.0,33.0,18.0,"[37.0,33.0,18.0]","[-0.7751457267911833,-0.8020469128671988,-0.5762275681603855]",0,0.2033138538457858,0
236226,Isin (mod. Bahriyat) ?,40.0,34.0,19.0,"[40.0,34.0,19.0]","[-0.6495579983202346,-0.7137357526179888,-0.41570969605066]",0,0.18941481049265088,0
236227,Isin (mod. Bahriyat) ?,32.0,28.0,16.0,"[32.0,28.0,16.0]","[-0.9844586075760977,-1.2436027141132486,-0.8972633123798365]",0,0.7535147046866918,0
236228,Isin (mod. Bahriyat) ?,31.0,30.0,15.0,"[31.0,30.0,15.0]","[-1.0263211837330806,-1.0669803936148288,-1.057781184489562]",0,0.7348015139008457,0
236229,Isin (mod. Bahriyat) ?,44.0,33.0,16.0,"[44.0,33.0,16.0]","[-0.4821076936923031,-0.8020469128671988,-0.8972633123798365]",0,0.38575012541673187,0
236230,Isin (mod. Bahriyat) ?,49.0,41.0,18.0,"[49.0,41.0,18.0]","[-0.2727948129073887,-0.095557630873519,-0.5762275681603855]",0,0.6643950265100552,0
236231,Isin (mod. Bahriyat) ?,34.0,32.0,16.0,"[34.0,32.0,16.0]","[-0.900733455262132,-0.8903580731164088,-0.8972633123798365]",0,0.4670723003437782,0
236232,Isin (mod. Bahriyat) ?,33.0,30.0,14.0,"[33.0,30.0,14.0]","[-0.9425960314191149,-1.0669803936148288,-1.2182990565992875]",0,0.8123994636571003,0
236233,Isin (mod. Bahriyat) ?,34.0,37.0,15.0,"[34.0,37.0,15.0]","[-0.900733455262132,-0.44880227187035887,-1.057781184489562]",0,0.5631533121926973,0
236234,Isin (mod. Bahriyat) ?,57.0,36.0,18.0,"[57.0,36.0,18.0]","[0.06210579634847436,-0.5371134321195689,-0.5762275681603855]",0,0.7216411438496838,0
236235,Isin (mod. Bahriyat) ?,43.0,37.0,20.0,"[43.0,37.0,20.0]","[-0.523970269849286,-0.44880227187035887,-0.2551918239409345]",0,0.4071771247802506,0
236236,Isin (mod. Bahriyat) ?,50.0,38.0,16.0,"[50.0,38.0,16.0]","[-0.23093223675040583,-0.36049111162114894,-0.8972633123798365]",0,0.5915476855924915,0
236237,Isin (mod. Bahriyat) ?,40.0,35.0,17.0,"[40.0,35.0,17.0]","[-0.6495579983202346,-0.6254245923687788,-0.736745440270111]",0,0.1470022003757913,0
236238,Isin (mod. Bahriyat) ?,58.0,42.0,17.0,"[58.0,42.0,17.0]","[0.10396837250545725,-0.007246470624309028,-0.736745440270111]",0,0.9971505740846107,0
236239,Isin (mod. Bahriyat) ?,41.0,35.0,18.0,"[41.0,35.0,18.0]","[-0.6076954221632518,-0.6254245923687788,-0.5762275681603855]",0,0.0489972376960631,0
236240,Isin (mod. Bahriyat) ?,36.0,32.0,17.0,"[36.0,32.0,17.0]","[-0.8170083029481662,-0.8903580731164088,-0.736745440270111]",0,0.332877604268772,0
236241,Isin (mod. Bahriyat) ?,43.0,37.0,16.0,"[43.0,37.0,16.0]","[-0.523970269849286,-0.44880227187035887,-0.8972633123798365]",0,0.3838621998579308,0
236242,Isin (mod. Bahriyat) ?,36.0,35.0,18.0,"[36.0,35.0,18.0]","[-0.8170083029481662,-0.6254245923687788,-0.5762275681603855]",0,0.16648923318561296,0
236243,Isin (mod. Bahriyat) ?,108.0,55.0,22.0,"[108.0,55.0,22.0]","[2.1970971803546013,1.1407986126154206,0.06584392027851657]",2,1.8620514149160055,1
236244,Isin (mod. Bahriyat) ?,53.0,40.0,18.0,"[53.0,40.0,18.0]","[-0.10534450827945717,-0.18386879112272897,-0.5762275681603855]",0,0.7126530790791106,0
236245,Isin (mod. Bahriyat) ?,34.0,32.0,18.0,"[34.0,32.0,18.0]","[-0.900733455262132,-0.8903580731164088,-0.5762275681603855]",0,0.3525820413948542,0
236246,Isin (mod. Bahriyat) ?,37.0,32.0,15.0,"[37.0,32.0,15.0]","[-0.7751457267911833,-0.8903580731164088,-1.057781184489562]",0,0.5437282391981726,0
236247,Isin (mod. Bahriyat) ?,30.0,28.0,14.0,"[30.0,28.0,14.0]","[-1.0681837598900634,-1.2436027141132486,-1.2182990565992875]",0,0.9646015647962339,0
236248,Isin (mod. Bahriyat) ?,47.0,38.0,16.0,"[47.0,38.0,16.0]","[-0.3565199652213545,-0.36049111162114894,-0.8972633123798365]",0,0.5098734241542845,0
236249,Isin (mod. Bahriyat) ?,33.0,31.0,16.0,"[33.0,31.0,16.0]","[-0.9425960314191149,-0.9786692333656187,-0.8972633123798365]",0,0.5409111314256158,0
236250,Isin (mod. Bahriyat) ?,46.0,36.0,17.0,"[46.0,36.0,17.0]","[-0.39838254137833734,-0.5371134321195689,-0.736745440270111]",0,0.3105039442183715,0
236251,Isin (mod. Bahriyat) ?,38.0,34.0,18.0,"[38.0,34.0,18.0]","[-0.7332831506342005,-0.7137357526179888,-0.5762275681603855]",0,0.11010654463815676,0
236252,Isin (mod. Bahriyat) ?,32.0,31.0,16.0,"[32.0,31.0,16.0]","[-0.9844586075760977,-0.9786692333656187,-0.8972633123798365]",0,0.5645158479468118,0
236253,Isin (mod. Bahriyat) ?,29.0,26.0,18.0,"[29.0,26.0,18.0]","[-1.1100463360470463,-1.4202250346116685,-0.5762275681603855]",0,0.9040525440997849,0
236254,Isin (mod. Bahriyat) ?,36.0,32.0,17.0,"[36.0,32.0,17.0]","[-0.8170083029481662,-0.8903580731164088,-0.736745440270111]",0,0.332877604268772,0
236255,Isin (mod. Bahriyat) ?,43.0,34.0,17.0,"[43.0,34.0,17.0]","[-0.523970269849286,-0.7137357526179888,-0.736745440270111]",0,0.20738913425671104,0
236256,Isin (mod. Bahriyat) ?,36.0,30.0,16.0,"[36.0,30.0,16.0]","[-0.8170083029481662,-1.0669803936148288,-0.8972633123798365]",0,0.5502475665771642,0
236257,Isin (mod. Bahriyat) ?,38.0,33.0,16.0,"[38.0,33.0,16.0]","[-0.7332831506342005,-0.8020469128671988,-0.8972633123798365]",0,0.35582358457796937,0
236258,Isin (mod. Bahriyat) ?,41.0,33.0,17.0,"[41.0,33.0,17.0]","[-0.6076954221632518,-0.8020469128671988,-0.736745440270111]",0,0.22191734401395932,0
236259,Isin (mod. Bahriyat) ?,37.0,33.0,17.0,"[37.0,33.0,17.0]","[-0.7751457267911833,-0.8020469128671988,-0.736745440270111]",0,0.2499835090883483,0
236260,Isin (mod. Bahriyat) ?,38.0,31.0,15.0,"[38.0,31.0,15.0]","[-0.7332831506342005,-0.9786692333656187,-1.057781184489562]",0,0.5821613512397664,0
236261,Isin (mod. Bahriyat) ?,34.0,28.0,14.0,"[34.0,28.0,14.0]","[-0.900733455262132,-1.2436027141132486,-1.2182990565992875]",0,0.9050265828943778,0
236262,Isin (mod. Bahriyat) ?,37.0,29.0,16.0,"[37.0,29.0,16.0]","[-0.7751457267911833,-1.1552915538640387,-0.8972633123798365]",0,0.6113381378853313,0
236263,Isin (mod. Bahriyat) ?,41.0,35.0,18.0,"[41.0,35.0,18.0]","[-0.6076954221632518,-0.6254245923687788,-0.5762275681603855]",0,0.0489972376960631,0
236264,Isin (mod. Bahriyat) ?,35.0,32.0,16.0,"[35.0,32.0,16.0]","[-0.858870879105149,-0.8903580731164088,-0.8972633123798365]",0,0.44617613606675244,0
236265,Isin (mod. Bahriyat) ?,40.0,33.0,17.0,"[40.0,33.0,17.0]","[-0.6495579983202346,-0.8020469128671988,-0.736745440270111]",0,0.21748791584175653,0
236266,Isin (mod. Bahriyat) ?,30.0,27.0,16.0,"[30.0,27.0,16.0]","[-1.0681837598900634,-1.3319138743624586,-0.8972633123798365]",0,0.8629697036804005,0
236267,Isin (mod. Bahriyat) ?,29.0,28.0,16.0,"[29.0,28.0,16.0]","[-1.1100463360470463,-1.2436027141132486,-0.8972633123798365]",0,0.8167582169883366,0
236268,Isin (mod. Bahriyat) ?,30.0,27.0,17.0,"[30.0,27.0,17.0]","[-1.0681837598900634,-1.3319138743624586,-0.736745440270111]",0,0.8197740562413958,0
236269,Isin (mod. Bahriyat) ?,35.0,29.0,17.0,"[35.0,29.0,17.0]","[-0.858870879105149,-1.1552915538640387,-0.736745440270111]",0,0.5733228058086339,0
236270,Isin (mod. Bahriyat) ?,37.0,32.0,16.0,"[37.0,32.0,16.0]","[-0.7751457267911833,-0.8903580731164088,-0.8972633123798365]",0,0.414030454658241,0
236271,Isin (mod. Bahriyat) ?,39.0,34.0,17.0,"[39.0,34.0,17.0]","[-0.6914205744772175,-0.7137357526179888,-0.736745440270111]",0,0.16797349710497603,0
236272,Isin (mod. Bahriyat) ?,47.0,36.0,19.0,"[47.0,36.0,19.0]","[-0.3565199652213545,-0.5371134321195689,-0.41570969605066]",0,0.3586226819854618,0
236273,Isin (mod. Bahriyat) ?,38.0,31.0,16.0,"[38.0,31.0,16.0]","[-0.7332831506342005,-0.9786692333656187,-0.8972633123798365]",0,0.46334939102180245,0
236274,Isin (mod. Bahriyat) ?,35.0,34.0,16.0,"[35.0,34.0,16.0]","[-0.858870879105149,-0.7137357526179888,-0.8972633123798365]",0,0.3770760582102024,0
236275,Isin (mod. Bahriyat) ?,32.0,31.0,15.0,"[32.0,31.0,15.0]","[-0.9844586075760977,-0.9786692333656187,-1.057781184489562]",0,0.6655053142538708,0
236276,Umma (mod. Tell Jokha) ?,39.0,31.0,17.0,"[39.0,31.0,17.0]","[-0.6914205744772175,-0.9786692333656187,-0.736745440270111]",0,0.37005656984240964,0
236277,Isin (mod. Bahriyat) ?,35.0,29.0,16.0,"[35.0,29.0,16.0]","[-0.858870879105149,-1.1552915538640387,-0.8972633123798365]",0,0.6335505077292983,0
236278,Isin (mod. Bahriyat) ?,52.0,38.0,19.0,"[52.0,38.0,19.0]","[-0.14720708443644007,-0.36049111162114894,-0.41570969605066]",0,0.6032906093395959,0
236279,Isin (mod. Bahriyat) ?,43.0,36.0,17.0,"[43.0,36.0,17.0]","[-0.523970269849286,-0.5371134321195689,-0.736745440270111]",0,0.2202597341415993,0
236280,Isin (mod. Bahriyat) ?,47.0,35.0,25.0,"[47.0,35.0,25.0]","[-0.3565199652213545,-0.6254245923687788,0.5473975366076931]",0,1.1757938768198055,0
236281,Isin (mod. Bahriyat) ?,33.0,30.0,16.0,"[33.0,30.0,16.0]","[-0.9425960314191149,-1.0669803936148288,-0.8972633123798365]",0,0.6000187935248401,0
236282,Isin (mod. Bahriyat) ?,37.0,33.0,18.0,"[37.0,33.0,18.0]","[-0.7751457267911833,-0.8020469128671988,-0.5762275681603855]",0,0.2033138538457858,0
236283,Isin (mod. Bahriyat) ?,39.0,36.0,17.0,"[39.0,36.0,17.0]","[-0.6914205744772175,-0.5371134321195689,-0.736745440270111]",0,0.1836278660935079,0
236284,Isin (mod. Bahriyat) ?,34.0,30.0,16.0,"[34.0,30.0,16.0]","[-0.900733455262132,-1.0669803936148288,-0.8972633123798365]",0,0.5808908784488142,0
236285,Isin (mod. Bahriyat) ?,40.0,35.0,17.0,"[40.0,35.0,17.0]","[-0.6495579983202346,-0.6254245923687788,-0.736745440270111]",0,0.1470022003757913,0
236286,Isin (mod. Bahriyat) ?,40.0,35.0,18.0,"[40.0,35.0,18.0]","[-0.6495579983202346,-0.6254245923687788,-0.5762275681603855]",0,0.02131701819733521,0
236287,Isin (mod. Bahriyat) ?,33.0,29.0,16.0,"[33.0,29.0,16.0]","[-0.9425960314191149,-1.1552915538640387,-0.8972633123798365]",0,0.6656260024330426,0
236288,Isin (mod. Bahriyat) ?,39.0,36.0,17.0,"[39.0,36.0,17.0]","[-0.6914205744772175,-0.5371134321195689,-0.736745440270111]",0,0.1836278660935079,0
236289,Isin (mod. Bahriyat) ?,35.0,31.0,18.0,"[35.0,31.0,18.0]","[-0.858870879105149,-0.9786692333656187,-0.5762275681603855]",0,0.39632144150289533,0
236290,Isin (mod. Bahriyat) ?,54.0,37.0,17.0,"[54.0,37.0,17.0]","[-0.06348193212247429,-0.44880227187035887,-0.736745440270111]",0,0.6360095018339501,0
236291,Isin (mod. Bahriyat) ?,62.0,49.0,22.0,"[62.0,49.0,22.0]","[0.2714186771333888,0.6109316511201608,0.06584392027851657]",1,0.4249335702399214,0
236292,Isin (mod. Bahriyat) ?,40.0,37.0,18.0,"[40.0,37.0,18.0]","[-0.6495579983202346,-0.44880227187035887,-0.5762275681603855]",0,0.19275361692962334,0
236293,Isin (mod. Bahriyat) ?,36.0,32.0,16.0,"[36.0,32.0,16.0]","[-0.8170083029481662,-0.8903580731164088,-0.8972633123798365]",0,0.42836282005734844,0
236294,Isin (mod. Bahriyat) ?,31.0,28.0,14.0,"[31.0,28.0,14.0]","[-1.0263211837330806,-1.2436027141132486,-1.2182990565992875]",0,0.947287172505982,0
236295,Isin (mod. Bahriyat) ?,35.0,31.0,17.0,"[35.0,31.0,17.0]","[-0.858870879105149,-0.9786692333656187,-0.736745440270111]",0,0.42216811419792427,0
236296,Isin (mod. Bahriyat) ?,50.0,39.0,19.0,"[50.0,39.0,19.0]","[-0.23093223675040583,-0.27217995137193896,-0.41570969605066]",0,0.5863506163452532,0
236297,Isin (mod. Bahriyat) ?,35.0,32.0,15.0,"[35.0,32.0,15.0]","[-0.858870879105149,-0.8903580731164088,-1.057781184489562]",0,0.5685880099971268,0
236298,Isin (mod. Bahriyat) ?,36.0,30.0,15.0,"[36.0,30.0,15.0]","[-0.8170083029481662,-1.0669803936148288,-1.057781184489562]",0,0.6534459160796142,0
236299,Isin (mod. Bahriyat) ?,47.0,32.0,17.0,"[47.0,32.0,17.0]","[-0.3565199652213545,-0.8903580731164088,-0.736745440270111]",0,0.41324497582657704,0
236300,Isin (mod. Bahriyat) ?,38.0,32.0,17.0,"[38.0,32.0,17.0]","[-0.7332831506342005,-0.8903580731164088,-0.736745440270111]",0,0.30027566258817323,0
236301,Isin (mod. Bahriyat) ?,42.0,32.0,19.0,"[42.0,32.0,19.0]","[-0.5658328460062689,-0.8903580731164088,-0.41570969605066]",0,0.3164843436777189,0
236302,Isin (mod. Bahriyat) ?,43.0,34.0,18.0,"[43.0,34.0,18.0]","[-0.523970269849286,-0.7137357526179888,-0.5762275681603855]",0,0.14783443900948573,0
236303,Isin (mod. Bahriyat) ?,56.0,39.0,20.0,"[56.0,39.0,20.0]","[0.020243220191491475,-0.27217995137193896,-0.2551918239409345]",0,0.8368183430718337,0
